OrderID,PID,MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition1,Condition2,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior1st,Exterior2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type1,BsmtFin_SF1,BsmtFin_Type2,BsmtFin_SF2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Yr_Blt,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,ThreeSsn_Porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Yr_Sold,Sale_Type,Sale_Condition,SalePrice,Lot_Area_scaled,Gr_Liv_Area_scaled,SalePrice_scaled,Lot_Area_z,Gr_Liv_Area_z,SalePrice_z,MS_Zoning_RL,MS_Zoning_RM,MS_Zoning_C,MS_Zoning_FV,MS_Zoning_RH,Street_Pave,Street_Grvl,Alley_Grvl,Alley_Pave,Alley_None,ExterQual_encoded,Exter_Qual_encoded,Exter_Cond_encoded,Bsmt_Qual_encoded,Bsmt_Cond_encoded,Kitchen_Qual_encoded,Heating_QC_encoded,Fireplace_Qu_encoded,Garage_Qual_encoded,Garage_Cond_encoded,Pool_QC_encoded,TotalSF,TotalBathrooms,HasGarage,HasBasement,HasFireplace,Age,RemodAge,MSZoning_RL,MSZoning_RM,MSZoning_C,MSZoning_FV,MSZoning_RH
1441,906412010,20,RL,91,11778,Pave,NULL,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,554,Gd,TA,PConc,Gd,TA,Gd,GLQ,2085,Unf,0,186,2271,GasA,Ex,Y,SBrkr,2276,0,0,2276,1,0,2,0,3,1,Ex,7,Typ,2,Gd,Attchd,2008,RFn,3,1348,Gd,TA,Y,0,0,70,0,255,0,NULL,NULL,NULL,0,6,2008,WD,Abnorml,457347,0.321183,0.705986,1,0.416977,1.63348,3.65482,1,0,0,0,0,1,0,0,0,1,NULL,4,3,4,3,5,5,4,4,3,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
1442,906412050,20,RL,91,11778,Pave,NULL,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,402,Ex,TA,PConc,Ex,TA,Av,GLQ,1153,Unf,0,598,1751,GasA,Ex,Y,SBrkr,1766,0,0,1766,1,0,2,1,3,1,Ex,8,Typ,2,Gd,Attchd,2008,Fin,3,874,TA,TA,Y,216,36,0,0,0,0,NULL,NULL,NULL,0,12,2008,New,Partial,395039,0.321183,0.481514,0.842596,0.416977,0.567392,2.83345,1,0,0,0,0,1,0,0,0,1,NULL,5,3,5,3,5,5,4,3,3,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
1443,906420130,60,RL,59,11228,Pave,NULL,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,VinylSd,VinylSd,NULL,0,Gd,TA,PConc,Gd,TA,No,BLQ,50,GLQ,531,499,1080,GasA,Ex,Y,SBrkr,1080,1017,0,2097,0,1,2,1,3,1,Gd,9,Typ,1,TA,Attchd,1993,Unf,3,678,TA,TA,Y,196,187,0,0,0,0,NULL,NULL,NULL,0,12,2008,WD,Normal,228000,0.30369,0.627201,0.420617,0.297678,1.2593,0.631492,1,0,0,0,0,1,0,0,0,1,NULL,4,3,4,3,4,5,3,3,3,0,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL
1444,906424010,80,RL,68,11454,Pave,NULL,IR2,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,SLvl,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,302,Gd,TA,PConc,Gd,TA,Gd,GLQ,770,Unf,0,631,1401,GasA,Ex,Y,SBrkr,1511,0,0,1511,1,0,2,0,3,1,Gd,6,Typ,1,Fa,Attchd,1995,Fin,3,811,TA,TA,Y,168,42,0,0,0,0,NULL,NULL,NULL,0,2,2008,WD,Normal,225000,0.310878,0.369278,0.413038,0.346699,0.0343497,0.591946,1,0,0,0,0,1,0,0,0,1,NULL,4,3,4,3,4,5,2,3,3,0,NULL,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,NULL
1445,906475100,20,RL,68,11500,Pave,NULL,IR1,Bnk,AllPub,CulDSac,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,6,1966,1966,Flat,Tar&Grv,Plywood,Plywood,NULL,0,TA,TA,CBlock,Gd,Gd,Gd,LwQ,262,ALQ,723,197,1182,GasA,Ex,Y,SBrkr,1643,0,0,1643,1,0,2,0,2,1,TA,6,Typ,1,Gd,Attchd,1966,Unf,2,438,TA,TA,Y,339,0,0,0,0,0,NULL,NULL,NULL,0,3,2008,WD,Normal,195000,0.312341,0.427377,0.337252,0.356676,0.310278,0.196476,1,0,0,0,0,1,0,0,0,1,NULL,3,3,4,4,3,5,4,3,3,0,NULL,NULL,NULL,NULL,NULL,42,NULL,NULL,NULL,NULL,NULL,NULL
1446,906476030,60,RL,79,12798,Pave,NULL,IR1,HLS,AllPub,Inside,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,NULL,0,TA,TA,PConc,Gd,TA,Gd,GLQ,462,Unf,0,154,616,GasA,Gd,Y,SBrkr,616,1072,0,1688,1,0,2,1,4,1,Gd,8,Typ,0,NULL,Attchd,1997,RFn,2,603,TA,TA,Y,403,114,185,0,0,0,NULL,NULL,Shed,400,5,2008,WD,Normal,200000,0.353626,0.447183,0.349883,0.638223,0.404344,0.262387,1,0,0,0,0,1,0,0,0,1,NULL,3,3,4,3,4,4,0,3,3,0,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL
1447,907126030,20,RL,65,9750,Pave,NULL,Reg,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,7,1994,1994,Gable,CompShg,VinylSd,VinylSd,NULL,0,TA,TA,PConc,Gd,TA,No,GLQ,722,Unf,0,268,990,GasA,Ex,Y,SBrkr,990,0,0,990,1,0,1,0,3,1,TA,5,Typ,0,NULL,Detchd,1997,Unf,2,528,TA,TA,Y,168,0,0,0,0,0,NULL,NULL,NULL,0,8,2008,WD,Normal,155000,0.256679,0.139965,0.236202,-0.0229123,-1.05473,-0.330817,1,0,0,0,0,1,0,0,0,1,NULL,3,3,4,3,3,5,0,3,3,0,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL,NULL,NULL,NULL,NULL
1448,907135020,20,RL,75,9525,Pave,NULL,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1995,2006,Gable,CompShg,VinylSd,VinylSd,NULL,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1099,1099,GasA,Ex,Y,SBrkr,1099,0,0,1099,0,0,1,1,3,1,Gd,6,Typ,0,NULL,Attchd,1999,Unf,1,352,TA,TA,Y,278,0,0,0,0,0,NULL,NULL,NULL,0,6,2008,WD,Normal,144000,0.249523,0.18794,0.208414,-0.0717165,-0.82688,-0.475822,1,0,0,0,0,1,0,0,0,1,NULL,3,3,4,3,4,5,0,3,3,0,NULL,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,NULL
1449,907135260,20,RL,57,9245,Pave,NULL,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,NULL,0,TA,TA,PConc,Gd,TA,No,GLQ,686,Unf,0,304,990,GasA,Ex,Y,SBrkr,990,0,0,990,0,1,1,0,3,1,TA,5,Typ,0,NULL,Detchd,1996,Unf,2,672,TA,TA,Y,0,0,0,0,0,0,NULL,NULL,NULL,0,2,2008,WD,Normal,145000,0.240617,0.139965,0.21094,-0.132451,-1.05473,-0.46264,1,0,0,0,0,1,0,0,0,1,NULL,3,3,4,3,3,5,0,3,3,0,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL,NULL,NULL,NULL,NULL
1450,907175080,20,RL,68,8696,Pave,NULL,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,150,TA,TA,PConc,Gd,TA,Gd,GLQ,1308,Unf,0,110,1418,GasA,Ex,Y,SBrkr,1418,0,0,1418,1,0,2,0,3,1,Gd,5,Typ,1,TA,Attchd,1997,RFn,2,558,TA,TA,Y,208,110,0,0,0,0,NULL,NULL,NULL,0,5,2008,WD,Normal,226001,0.223155,0.328345,0.415567,-0.251533,-0.160054,0.605141,1,0,0,0,0,1,0,0,0,1,NULL,3,3,4,3,4,5,3,3,3,0,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL
1451,907176010,60,RL,68,13142,Pave,NULL,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,PosN,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,128,TA,TA,PConc,Gd,TA,No,GLQ,688,Unf,0,176,864,GasA,Ex,Y,SBrkr,872,899,0,1771,1,0,2,1,3,1,Gd,6,Typ,0,NULL,Attchd,1997,RFn,2,600,TA,TA,Y,0,96,0,0,0,0,NULL,NULL,NULL,0,7,2008,WD,Normal,215700,0.364567,0.483715,0.389544,0.712839,0.577844,0.46935,1,0,0,0,0,1,0,0,0,1,NULL,3,3,4,3,4,5,0,3,3,0,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL
1452,907181120,60,RL,68,8998,Pave,NULL,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,120,Gd,TA,PConc,Gd,TA,Mn,GLQ,527,Unf,0,255,782,GasA,Ex,Y,SBrkr,782,870,0,1652,0,0,2,1,3,1,Gd,6,Typ,0,NULL,Attchd,2000,RFn,2,532,TA,TA,Y,0,70,0,0,0,0,NULL,NULL,NULL,0,6,2008,WD,Normal,207500,0.232761,0.431338,0.368829,-0.186027,0.329091,0.361255,1,0,0,0,0,1,0,0,0,1,NULL,4,3,4,3,4,5,0,3,3,0,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL
1453,907181140,60,RL,68,9179,Pave,NULL,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,158,Gd,TA,PConc,Gd,TA,No,GLQ,633,Unf,0,240,873,GasA,Ex,Y,SBrkr,882,908,0,1790,1,0,2,1,3,1,Gd,7,Typ,0,NULL,Attchd,1999,RFn,2,588,TA,TA,Y,0,88,0,0,0,0,NULL,NULL,NULL,0,6,2008,WD,Abnorml,193000,0.238518,0.492077,0.332199,-0.146767,0.617561,0.170111,1,0,0,0,0,1,0,0,0,1,NULL,4,3,4,3,4,5,0,3,3,0,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,NULL
1454,907187030,60,RL,57,8924,Pave,NULL,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,NULL,0,TA,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,880,880,GasA,Ex,Y,SBrkr,880,844,0,1724,0,0,2,1,3,1,Gd,8,Typ,0,NULL,Attchd,1998,Fin,2,527,TA,TA,Y,120,155,0,0,0,0,NULL,NULL,NULL,0,7,2008,WD,Normal,188000,0.230407,0.463028,0.319568,-0.202078,0.479597,0.1042,1,0,0,0,0,1,0,0,0,1,NULL,3,3,4,3,4,5,0,3,3,0,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL
1455,907187080,20,RL,93,9382,Pave,NULL,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,125,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1468,1468,GasA,Ex,Y,SBrkr,1479,0,0,1479,0,0,2,0,3,1,Gd,6,Typ,0,NULL,Attchd,1999,RFn,2,577,TA,TA,Y,120,25,0,0,0,0,NULL,NULL,NULL,0,7,2008,WD,Normal,191000,0.244975,0.355194,0.327147,-0.102734,-0.0325419,0.143747,1,0,0,0,0,1,0,0,0,1,NULL,4,3,4,3,4,5,0,3,3,0,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,NULL
1456,907192130,20,RL,88,12803,Pave,NULL,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,99,Gd,TA,PConc,Gd,TA,Mn,GLQ,922,Unf,0,572,1494,GasA,Ex,Y,SBrkr,1494,0,0,1494,1,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2002,RFn,2,530,TA,TA,Y,192,36,0,0,0,0,NULL,NULL,NULL,0,9,2008,WD,Normal,221000,0.353785,0.361796,0.402933,0.639307,-0.00118649,0.539216,1,0,0,0,0,1,0,0,0,1,NULL,4,3,4,3,4,5,3,3,3,0,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL
1457,907194020,60,RL,80,12435,Pave,NULL,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,172,Gd,TA,PConc,Gd,TA,No,GLQ,361,Unf,0,602,963,GasA,Ex,Y,SBrkr,963,829,0,1792,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2001,RFn,2,564,TA,TA,Y,0,96,0,245,0,0,NULL,NULL,NULL,0,5,2008,WD,Normal,231500,0.34208,0.492958,0.429459,0.559485,0.621742,0.677631,1,0,0,0,0,1,0,0,0,1,NULL,4,3,4,3,4,5,3,3,3,0,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL
1458,907196040,60,RL,75,12192,Pave,NULL,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,NULL,0,Gd,TA,PConc,Gd,TA,No,GLQ,663,Unf,0,265,928,GasA,Ex,Y,SBrkr,928,895,0,1823,1,0,2,1,3,1,Gd,6,Typ,0,NULL,Attchd,2000,RFn,2,626,TA,TA,Y,192,36,0,0,0,0,NULL,NULL,Shed,4500,5,2008,WD,Normal,235000,0.334351,0.506602,0.438301,0.506777,0.686543,0.723769,1,0,0,0,0,1,0,0,0,1,NULL,4,3,4,3,4,5,0,3,3,0,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL
1459,907196050,60,RL,68,11250,Pave,NULL,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,162,Gd,TA,PConc,Gd,TA,Mn,GLQ,486,Unf,0,434,920,GasA,Ex,Y,SBrkr,920,866,0,1786,1,0,2,1,3,1,Gd,6,Typ,1,TA,Attchd,2001,RFn,2,608,TA,TA,Y,0,42,0,0,0,0,NULL,NULL,NULL,0,9,2008,WD,Normal,223500,0.304389,0.490317,0.409249,0.302449,0.609199,0.572172,1,0,0,0,0,1,0,0,0,1,NULL,4,3,4,3,4,5,3,3,3,0,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL
1460,907200110,20,RL,68,9200,Pave,NULL,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1980,Hip,CompShg,VinylSd,VinylSd,NULL,0,TA,TA,CBlock,Gd,TA,Av,LwQ,280,BLQ,491,167,938,GasA,TA,Y,SBrkr,938,0,0,938,1,0,1,0,3,1,TA,5,Typ,0,NULL,Detchd,1977,Unf,1,308,TA,TA,Y,145,0,0,0,0,0,NULL,MnPrv,NULL,0,7,2008,WD,Normal,130250,0.239186,0.117077,0.173678,-0.142212,-1.16343,-0.657079,1,0,0,0,0,1,0,0,0,1,NULL,3,3,4,3,3,3,0,3,3,0,NULL,NULL,NULL,NULL,NULL,33,NULL,NULL,NULL,NULL,NULL,NULL
1461,907201060,80,RL,65,8385,Pave,NULL,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,8,1977,1977,Gable,CompShg,HdBoard,HdBoard,BrkFace,220,Gd,TA,CBlock,Gd,Gd,Av,GLQ,595,Unf,0,390,985,GasA,TA,Y,SBrkr,985,0,0,985,0,0,2,0,3,1,TA,6,Typ,0,NULL,Attchd,1977,Unf,1,328,TA,TA,Y,210,0,0,0,0,0,NULL,NULL,NULL,0,11,2008,WD,Normal,149900,0.213263,0.137764,0.223319,-0.318992,-1.06518,-0.398047,1,0,0,0,0,1,0,0,0,1,NULL,4,3,4,4,3,3,0,3,3,0,NULL,NULL,NULL,NULL,NULL,31,NULL,NULL,NULL,NULL,NULL,NULL
1462,907202010,20,RL,68,12250,Pave,NULL,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,180,TA,TA,CBlock,Gd,TA,Mn,ALQ,781,Unf,0,83,864,GasA,Ex,Y,SBrkr,1174,0,0,1174,1,0,1,0,3,1,TA,5,Typ,0,NULL,Attchd,1978,Unf,2,528,TA,TA,Y,211,0,280,0,0,0,NULL,NULL,NULL,0,5,2008,WD,Normal,158000,0.336196,0.220951,0.243781,0.519357,-0.670103,-0.29127,1,0,0,0,0,1,0,0,0,1,NULL,3,3,4,3,3,5,0,3,3,0,NULL,NULL,NULL,NULL,NULL,30,NULL,NULL,NULL,NULL,NULL,NULL
1463,907202160,80,RL,68,10970,Pave,NULL,IR1,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,Plywood,HdBoard,NULL,0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,505,LwQ,435,0,940,GasA,TA,Y,SBrkr,1026,0,0,1026,1,0,1,0,3,1,TA,5,Typ,0,NULL,Detchd,1981,Unf,2,576,TA,Fa,Y,0,0,34,0,0,0,NULL,MnPrv,NULL,0,10,2008,WD,Normal,147000,0.295483,0.15581,0.215993,0.241715,-0.979476,-0.436276,1,0,0,0,0,1,0,0,0,1,NULL,3,3,4,4,3,3,0,3,2,0,NULL,NULL,NULL,NULL,NULL,30,NULL,NULL,NULL,NULL,NULL,NULL
1464,907202190,20,RL,68,9216,Pave,NULL,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,BrkFace,176,TA,TA,CBlock,TA,TA,Av,ALQ,294,Unf,0,782,1076,GasA,TA,Y,SBrkr,1076,0,0,1076,0,0,1,1,3,1,TA,5,Typ,1,Fa,Detchd,1985,Unf,2,576,TA,TA,Y,0,0,0,0,0,0,NULL,MnPrv,NULL,0,9,2008,WD,Abnorml,143195,0.239695,0.177817,0.20638,-0.138741,-0.874958,-0.486434,1,0,0,0,0,1,0,0,0,1,NULL,3,3,3,3,3,3,2,3,3,0,NULL,NULL,NULL,NULL,NULL,33,NULL,NULL,NULL,NULL,NULL,NULL
1465,907202240,20,RL,40,14330,Pave,NULL,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,2001,Gable,CompShg,Plywood,"Wd Sdng",NULL,0,TA,TA,CBlock,TA,TA,No,Rec,88,ALQ,596,180,864,GasA,TA,Y,SBrkr,1558,0,0,1558,1,0,2,0,2,1,TA,5,Min2,0,NULL,Attchd,1975,Fin,2,440,TA,TA,Y,140,0,239,0,227,0,NULL,NULL,NULL,0,8,2008,WD,Normal,163000,0.402354,0.389965,0.256412,0.970526,0.132597,-0.225358,1,0,0,0,0,1,0,0,0,1,NULL,3,3,3,3,3,3,0,3,3,0,NULL,NULL,NULL,NULL,NULL,33,NULL,NULL,NULL,NULL,NULL,NULL
1466,907203090,20,RL,88,7990,Pave,NULL,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Hip,CompShg,HdBoard,HdBoard,NULL,0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,924,924,GasA,TA,Y,SBrkr,924,0,0,924,0,0,1,0,3,1,TA,5,Typ,0,NULL,Detchd,1981,Unf,1,280,TA,TA,Y,0,0,0,0,0,0,NULL,MnPrv,NULL,0,4,2008,WD,Normal,110000,0.2007,0.110915,0.122522,-0.40467,-1.19269,-0.924021,1,0,0,0,0,1,0,0,0,1,NULL,3,3,4,3,3,3,0,3,3,0,NULL,NULL,NULL,NULL,NULL,33,NULL,NULL,NULL,NULL,NULL,NULL
1467,907227050,20,RL,60,7180,Pave,NULL,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Hip,CompShg,HdBoard,HdBoard,NULL,0,TA,TA,CBlock,TA,TA,Av,ALQ,390,Unf,0,474,864,GasA,TA,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,0,NULL,Detchd,1989,Unf,1,352,TA,TA,Y,0,0,0,0,0,0,NULL,NULL,NULL,0,5,2008,WD,Normal,127000,0.174936,0.084507,0.165468,-0.580365,-1.31811,-0.699922,1,0,0,0,0,1,0,0,0,1,NULL,3,3,3,3,3,3,0,3,3,0,NULL,NULL,NULL,NULL,NULL,36,NULL,NULL,NULL,NULL,NULL,NULL
1468,907227300,20,RL,60,7200,Pave,NULL,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,NULL,0,TA,TA,CBlock,TA,TA,Av,ALQ,632,Unf,0,148,780,GasA,Ex,Y,SBrkr,780,0,0,780,0,0,1,0,2,1,TA,4,Typ,0,NULL,Detchd,1973,Unf,1,352,TA,TA,Y,196,0,0,0,0,0,NULL,MnPrv,NULL,0,1,2008,WD,Normal,124900,0.175573,0.0475352,0.160163,-0.576027,-1.49371,-0.727605,1,0,0,0,0,1,0,0,0,1,NULL,3,3,3,3,3,5,0,3,3,0,NULL,NULL,NULL,NULL,NULL,36,NULL,NULL,NULL,NULL,NULL,NULL
1469,907250020,20,RL,75,9742,Pave,NULL,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,281,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1777,1777,GasA,Ex,Y,SBrkr,1795,0,0,1795,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2002,RFn,2,534,TA,TA,Y,171,159,0,0,0,0,NULL,NULL,NULL,0,9,2008,WD,Normal,230000,0.256425,0.494278,0.42567,-0.0246475,0.628013,0.657857,1,0,0,0,0,1,0,0,0,1,NULL,4,3,4,3,4,5,4,3,3,0,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL
1470,907251090,60,RL,75,9473,Pave,NULL,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,NULL,NULL,Gd,TA,PConc,Gd,TA,No,GLQ,804,Unf,0,324,1128,GasA,Ex,Y,SBrkr,1128,903,0,2031,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2002,RFn,2,577,TA,TA,Y,0,211,0,0,0,0,NULL,NULL,NULL,0,3,2008,WD,Normal,237000,0.247869,0.598151,0.443353,-0.0829958,1.12134,0.750133,1,0,0,0,0,1,0,0,0,1,NULL,4,3,4,3,4,5,4,3,3,0,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL
1471,907253060,60,RL,68,10316,Pave,NULL,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,NULL,0,Gd,TA,PConc,Gd,TA,No,GLQ,735,Unf,0,257,992,GasA,Ex,Y,SBrkr,992,873,0,1865,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2000,RFn,3,839,TA,TA,Y,0,184,0,0,0,0,NULL,NULL,NULL,0,6,2008,WD,Normal,235000,0.274682,0.525088,0.438301,0.0998576,0.774338,0.723769,1,0,0,0,0,1,0,0,0,1,NULL,4,3,4,3,4,5,3,3,3,0,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL
1472,907253110,60,RL,68,10400,Pave,NULL,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,227,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1257,1257,GasA,Ex,Y,SBrkr,1290,871,0,2161,0,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,2001,RFn,2,570,TA,TA,Y,0,84,0,0,0,0,NULL,NULL,NULL,0,6,2008,WD,Normal,230500,0.277354,0.65537,0.426933,0.118078,1.39309,0.664448,1,0,0,0,0,1,0,0,0,1,NULL,4,3,4,3,4,5,3,3,3,0,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL
1473,907254020,60,RL,73,9066,Pave,NULL,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,320,Gd,TA,PConc,Gd,TA,Mn,GLQ,668,Unf,0,336,1004,GasA,Ex,Y,SBrkr,1004,848,0,1852,0,0,2,1,3,1,Gd,7,Typ,2,TA,Attchd,1999,Fin,3,660,TA,TA,Y,224,106,0,0,0,0,NULL,GdPrv,NULL,0,12,2008,WD,Normal,230000,0.234924,0.519366,0.42567,-0.171277,0.747163,0.657857,1,0,0,0,0,1,0,0,0,1,NULL,4,3,4,3,4,5,3,3,3,0,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,NULL
